death_id,username,player_name,rank,cause_of_death,brute_damage,brain_damage,fire_damage,oxy_damage,tox_damage,clone_damage,stamina_damage,murder_suspect_username,murder_suspect_player_name

2428,Dawson Kopper,@dawson1917,Unassigned,Blunt-Force Trauma,129,0,18,86,0,0,0,,

2423,Dawson Kopper,dawson1917,Unassigned,Severe Burns,60,0,112,30,14,0,0,Dawson Kopper,dawson1917

2433,Kiera Echard,noobean,Cargo Technician,Blunt-Force Trauma,147,0,12,66,0,0,0,,

2424,Orion Smith,laketrash,Cargo Technician,Blunt-Force Trauma,217,0,22,5,0,0,0,Orion Smith,laketrash

2440,Mace Senkrad,macessenkrad23,Shaft Miner,Blunt-Force Trauma,30,0,0,0,0,0,0,Asher Griffiths,dingodongler

2426,Dawson Kopper,dawson1917,Unassigned,Suffocation,36,0,52,109,3,0,0,,

2431,Michael Hard,coffeesolid,Shaft Miner,Blunt-Force Trauma,0,0,0,0,0,0,0,Michael Hard,coffeesolid

2429,Anya Marriman,mcterra,Unassigned,Severe Burns,75,0,166,1,0,0,0,Dawson Kopper,dawson1917

2437,Mace Senkrad,macessenkrad23,Shaft Miner,Severe Burns,28,0,196,5,0,0,0,Pablo Huey,jarrod13

2432,Pablo Huey,jarrod13,Bartender,Blunt-Force Trauma,127,0,50,48,0,0,0,,

2441,Michael Hard,coffeesolid,Shaft Miner,Blunt-Force Trauma,231,0,8,0,0,0,0,Michael Hard,coffeesolid

2436,Edward Campbell,enkoza,Chemist,Severe Burns,0,0,208,19,0,0,0,,

2438,Dean Blunt,0x001,Botanist,Suffocation,81,2,0,119,0,0,0,Dean Blunt,0x001

2439,Nolan Knapenberger,xiaobaicai,Botanist,Blunt-Force Trauma,201,4,0,5,0,0,0,Antarctica Libraria,tapiocasquid

2435,Orion Smith,laketrash,Quartermaster,Blunt-Force Trauma,155,0,80,0,0,0,0,,

2454,Mace Senkrad,macessenkrad23,Shaft Miner,Severe Burns,0,0,230,5,0,0,0,Mace Senkrad,macessenkrad23

2446,Orion Smith,laketrash,Scientist,Poisoning,0,0,0,1,12,0,0,,

2450,Javon James,techman1086,Atmospheric Technician,Poisoning,3,0,18,39,144,0,0,,

2456,Roswell Digson,jeneralkenwobi,Head of Personnel,Blunt-Force Trauma,161,0,57,13,0,0,0,,

2442,Jack Macqintyre,yellowtie,Chief Engineer,Blunt-Force Trauma,4,0,0,0,1,0,0,,

2449,Triston Jones,turkey91,Station Engineer,Blunt-Force Trauma,171,0,29,3,30,0,0,,

2444,Michael Hard,coffeesolid,Shaft Miner,Blunt-Force Trauma,128,0,44,52,0,0,0,,

2445,James Jamerson,upsilonfive,Clown,Blunt-Force Trauma,217,0,0,1,0,0,9,Brody Cypret,corbinsky36

2451,Braydon Linton,instagram,Janitor,Severe Burns,62,0,125,35,0,0,0,Braydon Linton,instagram

2443,Cynthia Feufer,xenobeno,Janitor,Severe Burns,13,0,153,60,0,0,0,Cynthia Feufer,xenobeno

2455,Pepe Rodrigo,quakegamer632,Assistant,Severe Burns,8,0,209,4,0,0,0,Pepe Rodrigo,quakegamer632

2453,Brody Cypret,corbinsky36,Virologist,Poor Cloning Technique,25,0,51,0,0,133,0,,

2447,Ricardo Bazuso,hideandseeklogic,Atmospheric Technician,Blunt-Force Trauma,227,0,0,0,0,0,0,,

2448,Brody Cypret,corbinsky36,Virologist,Severe Burns,73,0,148,16,0,0,0,,

2452,Ulric Webb,lubey117,Assistant,Severe Burns,18,0,129,75,0,0,0,Ulric Webb,lubey117

2459,Michael Hard,coffeesolid,Shaft Miner,Severe Burns,0,0,240,1,0,0,0,,

2458,Swarly Stinson,headlessgorilla,Captain,Crippling Brain Damage,0,199,0,0,0,0,0,,

2461,Roswell Digson,jeneralkenwobi,Geneticist,Blunt-Force Trauma,128,0,44,52,0,0,0,,

2457,Trenton Ali,peer,Chaplain,Blunt-Force Trauma,128,0,45,51,0,0,0,,

2460,Swarly Stinson,headlessgorilla,Captain,Blunt-Force Trauma,145,60,0,1,0,60,0,Mr Frosty,cubetastic

2467,Brian Mueller,@dawson1917,Unassigned,Blunt-Force Trauma,223,0,0,14,0,0,0,,

2463,SWArLL-E,headlessgorilla,Cyborg,Blunt-Force Trauma,200,0,0,0,0,0,0,,

2466,Allison Leichter,@dawson1917,Unassigned,Blunt-Force Trauma,111,0,42,67,0,0,0,,

2462,Swarly Stinson,headlessgorilla,Captain,Blunt-Force Trauma,30,0,0,0,0,0,0,Tucker Lowe,apple107

2474,Dawson Kopper,@dawson1917,Unassigned,Severe Burns,24,0,186,11,0,0,0,,

2465,Richard Eggson,hondor23,Roboticist,Blunt-Force Trauma,205,0,22,9,0,0,0,,

2464,Amorous Abe,fdb,Cook,Blunt-Force Trauma,200,0,9,1,0,0,0,Ivan Mary,enkoza

2468,,dawson1917,Unassigned,Severe Burns,0,0,1,0,0,0,0,,dawson1917

2472,Dawson Kopper,@dawson1917,Unassigned,Poisoning,1,0,2,37,160,0,0,,

2469,Garrett Leech,knifepony,Shaft Miner,Blunt-Force Trauma,112,0,54,62,0,0,0,,

2473,Amorous Abe,fdb,Cook,Blunt-Force Trauma,162,0,0,66,0,0,0,,

2476,Dalton Harshman,xiaobaicai,Botanist,Suffocation,41,0,0,160,0,0,0,Dalton Harshman,xiaobaicai

2470,Dawson Kopper,dawson1917,Unassigned,Blunt-Force Trauma,0,0,0,0,0,0,0,,

2475,Dawson Kopper,@dawson1917,Unassigned,Blunt-Force Trauma,154,0,0,72,0,0,0,,

2484,Daisy Sidower,khatun,Janitor,Blunt-Force Trauma,157,56,0,70,0,0,0,,

2486,Freya Milne,theafilo,Shaft Miner,Severe Burns,0,0,241,0,0,0,0,Freya Milne,theafilo

2491,Tucker Lowe,apple107,Bartender,Blunt-Force Trauma,210,26,0,5,0,0,0,Dale Wednesday,quakegamer632

2481,Casey Edwards,mick1299,Head of Security,Blunt-Force Trauma,129,0,44,51,0,0,0,,

2488,Dean Blunt,0x001,Assistant,Poisoning,15,25,17,8,169,0,0,,

2483,Cletus Owen,enkoza,Chaplain,Blunt-Force Trauma,35,0,0,0,0,0,0,Dean Blunt,0x001

2478,Niima-Beem,knifepony,Ash Walker,Suffocation,0,0,0,200,0,0,0,,

2490,Brody Thomas,chutecome,Assistant,Severe Burns,0,0,125,87,0,0,0,Brody Thomas,chutecome

2480,Frank Judge,memberberry,Assistant,Severe Burns,41,0,164,13,0,0,0,,

2487,Darren Atsa,cheapchrome,Unassigned,Severe Burns,0,0,200,0,0,0,0,Darren Atsa,cheapchrome

2482,Mace Senkrad,macessenkrad23,Cargo Technician,Blunt-Force Trauma,30,0,1,0,0,0,0,Mace Senkrad,macessenkrad23

2479,Orion AB,dingodongler,Shaft Miner,Blunt-Force Trauma,199,0,37,5,0,0,0,,

2485,Dean Blunt,0x001,Geneticist,Suffocation,0,0,0,200,0,0,0,,

2496,Kaw Silversword,decnov,Station Engineer,Severe Burns,41,0,176,3,2,0,0,,

2494,Mace Senkrad,macessenkrad23,Head of Security,Blunt-Force Trauma,235,1,0,0,0,0,0,Jack Macqintyre,yellowtie

2495,Skaleel-Beela,777joshua777,Shaft Miner,Suffocation,0,0,46,154,0,0,0,Robo-Hunk,shruggy

2492,Touch-N-Stuff,shruggy,Clown,Severe Burns,0,0,196,29,0,0,0,,

2489,Dean Blunt,0x001,Assistant,Poisoning,3,0,0,0,198,0,0,Orion Smith,laketrash

2493,Randy White,nobodyspecialzz,Assistant,Poisoning,4,0,1,0,50,0,0,,

2498,Casey Edwards,mick1299,Chaplain,Severe Burns,96,0,118,2,2,0,0,Orion Smith,laketrash

2500,Dale Wednesday,quakegamer632,Assistant,Blunt-Force Trauma,169,0,65,0,0,0,0,Dale Wednesday,quakegamer632

2497,Orion Smith,laketrash,Quartermaster,Blunt-Force Trauma,116,0,39,66,0,0,0,P0W3RGAME,dawson1917

2502,Bob Ross,jofadda,Shaft Miner,Suffocation,27,0,37,136,0,0,0,Jack Macqintyre,yellowtie

uakegamer632

2501,Randy White,nobodyspecialzz,Chemist,Blunt-Force Trauma,0,0,0,0,0,0,0,,

2499,Kaw Silversword,decnov,Head of Personnel,Severe Burns,0,0,230,2,4,0,0,,

2503,Honk Honkstein,birdty,Clown,Suffocation,0,0,0,200,0,0,0,Roswell Digson,jeneralkenwobi

2514,Ayden Atkinson,zinuko,Assistant,Blunt-Force Trauma,126,0,44,54,0,0,0,,

orbinsky36

2513,Pablo Huey,jarrod13,Shaft Miner,Blunt-Force Trauma,40,0,0,0,0,0,0,,

2510,Tucker Lowe,apple107,Station Engineer,Severe Burns,0,0,216,0,0,0,88,,

2507,Nelson Rose,xenobeno,Janitor,Suffocation,28,1,0,176,0,0,0,Bizarro,corbinsky36

2509,Steve Irwin,thegreatcoward,Scientist,Blunt-Force Trauma,233,0,10,0,0,0,0,Steve Irwin,thegreatcoward

2512,Michael Hard,coffeesolid,Shaft Miner,Blunt-Force Trauma,53,0,0,0,0,0,0,,

2511,Dean Blunt,0x001,"Chemist 
                Blood",Suffocation,82,0,0,127,0,0,0,Jeb Hutton,wondercaz

2505,Cletus Owen,enkoza,Shaft Miner,Blunt-Force Trauma,49,0,0,0,0,0,0,Zander Homes,lock1000

2515,Ambrosine Mills,msflatgub,Atmospheric Technician,Blunt-Force Trauma,157,0,90,0,0,0,77,,

2504,Elran Dolphin,thedolphinking,Atmospheric Technician,Blunt-Force Trauma,108,0,69,49,0,0,0,Elran Dolphin,thedolphinking

2520,Casey Edwards,mick1299,"Chief Engineer 
                Blood",Severe Burns,22,0,152,36,1,0,0,Antarctica Libraria,tapiocasquid

2523,Ambrosine Mills,msflatgub,Atmospheric Technician,Suffocation,4,0,32,170,0,0,0,,

2519,Tucker Lowe,apple107,Station Engineer,Severe Burns,0,0,126,81,0,0,0,,

zuso,hideandseeklogic

2524,Ricardo Bazuso,hideandseeklogic,"Chemist 
                Blood",Severe Burns,67,23,162,1,0,0,0,Ricardo Bazuso,hideandseeklogic

2521,Derwent Tinny,plaguedog,Cargo Technician,Blunt-Force Trauma,112,0,34,75,0,0,0,,

2518,Cletus Owen,enkoza,Cargo Technician,Severe Burns,50,0,156,14,0,0,0,Cletus Owen,enkoza

2522,Jeb Hutton,wondercaz,"Chief Medical Officer 
                Blood",Severe Burns,40,4,108,57,0,0,0,Jeb Hutton,wondercaz

2534,Roswell Digson,jeneralkenwobi,Head of Personnel,Blunt-Force Trauma,123,0,46,57,0,0,0,Owen Briggs,riskybusiness

2536,Owen Briggs,riskybusiness,Chief Medical Officer,Blunt-Force Trauma,212,0,0,0,0,0,0,,

2529,Marie Kondo,dqn,Scientist,Poisoning,0,10,0,37,163,0,0,Marie Kondo,dqn

2528,Tracey Watson,royamering,Space Bartender,Severe Burns,21,0,189,2,0,0,0,Tracey Watson,royamering

2533,Owen Briggs,riskybusiness,Chief Medical Officer,Suffocation,54,2,0,155,0,0,0,Owen Briggs,riskybusiness

2526,Rinso The Soapy,royamering,Clown,Blunt-Force Trauma,126,0,43,54,0,0,0,,

2535,Jo-Jonium XXVII,thelaughingbomb,Medical Doctor,Blunt-Force Trauma,200,0,0,0,0,0,0,Jo-Jonium XXVII,thelaughingbomb

2531,Orion AB,dingodongler,Roboticist,Suffocation,0,0,0,200,0,0,0,,

a,112,0,100,3,0,0,0,Roswell Digson,jeneralkenwobi

2532,Tucker Lowe,apple107,Station Engineer,Suffocation,3,0,0,198,0,0,0,Tucker Lowe,apple107

2525,Otoya Yamaguchi,instagram,Station Engineer,Blunt-Force Trauma,80,0,75,7,61,0,0,Otoya Yamaguchi,instagram

2530,Clark Lloyd,nyaakuza,Chemist,Blunt-Force Trauma,200,0,0,0,0,0,0,,

2544,Dawson Kopper,dawson1917,Unassigned,Blunt-Force Trauma,234,0,20,0,0,0,0,,

2542,Dawson Kopper,dawson1917,Quartermaster,Blunt-Force Trauma,86,0,31,0,0,0,0,,

2543,Dawson Kopper,dawson1917,Unassigned,Severe Burns,0,0,239,1,0,0,0,,

2538,Dawson Kopper,dawson1917,Unassigned,Severe Burns,0,0,200,0,0,0,0,,

2539,Dawson Kopper,dawson1917,Unassigned,Poisoning,0,0,0,0,23,0,0,Dawson Kopper,dawson1917

2540,Dean Blunt,0x001,Assistant,Suffocation,0,9,5,195,0,0,34,,

2537,Dawson Kopper,dawson1917,Quartermaster,Suffocation,0,0,0,3,0,0,0,,

2541,Harper Burris,mcterra,Chief Engineer,Blunt-Force Trauma,58,0,0,0,0,0,0,,

2550,Tucker Lowe,apple107,Station Engineer,Suffocation,0,0,0,200,0,0,0,Felix Hidstoflo,slothchan

2556,Dawson Kopper,dawson1917,Quartermaster,Suffocation,0,0,0,200,0,0,0,Dawson Kopper,dawson1917

2552,Orion Smith,laketrash,Quartermaster,Suffocation,60,0,60,100,0,0,0,,

2545,Scarlett Yeskey,mcterra,Chief Engineer,Blunt-Force Trauma,12,0,0,0,0,0,0,,

2549,Cletus Owen,enkoza,Virologist,Blunt-Force Trauma,30,0,0,0,0,0,0,,

2554,Roswell Digson,jeneralkenwobi,Head of Personnel,Suffocation,0,0,0,120,81,0,0,,

dyspecialzz

2548,Freya Milne,theafilo,Scientist,Severe Burns,48,0,202,0,0,0,0,,

2553,Mauricio Powell,chutecome,Assistant,Severe Burns,0,0,154,73,0,0,0,,

2551,Felix Hidstoflo,slothchan,Chemist,Severe Burns,0,0,140,65,0,0,0,,

2547,Akish-Shaleez,thelastroofkorean,Shaft Miner,Severe Burns,0,0,200,0,0,0,0,Kyle Dickinson,noisy123456

2564,Tucker Lowe,apple107,Quartermaster,Suffocation,5,0,0,195,0,0,0,Nyehla Muhha,kucchi

2561,Phillip Jones,xisborn,Cook,Suffocation,77,0,17,119,0,0,0,Phillip Jones,xisborn

2562,Yahir Thorley,coroime,Virologist,Suffocation,65,0,0,138,0,0,0,Phillip Jones,xisborn

2559,Sole Harvester,nobodyspecialzz,Chaplain,Severe Burns,26,0,166,15,0,0,0,Antarctica Libraria,tapiocasquid

2563,Aaron Mcfall,chutecome,Janitor,Blunt-Force Trauma,131,0,45,48,0,0,0,Sole Harvester,nobodyspecialzz

2560,Nyehla Muhha,kucchi,Roboticist,Blunt-Force Trauma,100,0,2,99,0,0,0,Nyehla Muhha,kucchi

2558,Zander Homes,lock1000,Atmospheric Technician,Suffocation,12,0,0,188,0,0,0,,

2557,Archie Keener,wondercaz,Research Director,Blunt-Force Trauma,143,0,65,9,0,0,0,,

2572,King Brown,instagram,Janitor,Blunt-Force Trauma,199,0,14,26,0,0,0,,

2574,Dale Wednesday,quakegamer632,Virologist,Suffocation,0,0,0,197,3,0,0,,

2571,Medical Cyborg-162,enkoza,Cyborg,Blunt-Force Trauma,200,0,0,0,0,0,0,,

2570,Daisy Sidower,khatun,Bartender,Blunt-Force Trauma,197,0,5,33,2,0,0,Medical Cyborg-162,enkoza

2566,Mister Safety Hazard,dawson1917,Servant Golem,Blunt-Force Trauma,208,0,0,0,0,0,0,Cletus Owen,enkoza

2576,Maynard Beach,karora,Botanist,Blunt-Force Trauma,215,0,0,2,0,0,0,Michael Hard,coffeesolid

2569,Freya Milne,theafilo,Scientist,Blunt-Force Trauma,240,0,0,0,0,0,0,,

2565,Antarctica Libraria,tapiocasquid,Station Engineer,Exhaustion,30,0,0,0,0,0,152,Sole Harvester,nobodyspecialzz

2575,Kiera Echard,noobean,Shaft Miner,Blunt-Force Trauma,106,6,0,99,0,0,0,Kiera Echard,noobean

2568,Cletus Owen,enkoza,Geneticist,Blunt-Force Trauma,30,0,0,0,0,0,0,,

2567,Dale Wednesday,quakegamer632,Bartender,Blunt-Force Trauma,106,7,0,104,0,0,0,Ulric Webb,lubey117

2573,Ulric Webb,lubey117,Cook,Suffocation,36,0,2,167,0,0,0,Ulric Webb,lubey117

2577,Anahi Bennett,hazardousking,Chief Engineer,Blunt-Force Trauma,129,0,0,92,0,0,0,,

2580,Anahi Bennett,hazardousking,Chief Engineer,Blunt-Force Trauma,108,0,61,44,0,0,0,Casey Edwards,mick1299

2584,Mark Thompson,coroime,Head of Personnel,Suffocation,5,0,44,155,0,0,0,Mark Thompson,coroime

2578,Vaughn Lowstetter,chutecome,Cargo Technician,Blunt-Force Trauma,170,0,54,7,0,0,0,,

2583,Kiera Echard,noobean,Shaft Miner,Severe Burns,54,6,148,28,0,0,0,Kiera Echard,noobean

2581,Zander Homes,lock1000,Shaft Miner,Suffocation,27,5,27,146,0,0,0,Casey Edwards,mick1299

2579,Anahi Bennett,hazardousking,Chief Engineer,Suffocation,18,20,0,187,0,0,0,Casey Edwards,mick1299

2582,Michael Hard,coffeesolid,Shaft Miner,Severe Burns,23,0,24,0,0,0,0,Michael Hard,coffeesolid

2585,Ulric Webb,lubey117,Cook,Blunt-Force Trauma,129,18,0,76,0,0,0,Peacekeeper Android-631,quakegamer632

2593,Archie Keener,wondercaz,Research Director,Severe Burns,0,0,199,6,0,4,0,Archie Keener,wondercaz

2591,Apple Boyer,dingodongler,Roboticist,Severe Burns,33,0,167,6,7,0,0,Apple Boyer,dingodongler

2595,Casey Edwards,mick1299,Scientist,Blunt-Force Trauma,182,0,0,24,8,0,0,Darcey Marriman,imtrustworthy

2596,Owen Briggs,riskybusiness,Chief Medical Officer,Blunt-Force Trauma,149,0,0,43,20,0,0,Zander Homes,lock1000

2589,Ryker Hoover,turkey91,Chemist,Severe Burns,0,0,195,2,23,0,0,Ryker Hoover,turkey91


2600,Darcey Marriman,imtrustworthy,Captain,Blunt-Force Trauma,211,0,0,1,0,0,55,Owen Briggs,riskybusiness

2590,Anahi Bennett,hazardousking,Unassigned,Blunt-Force Trauma,108,0,103,5,2,0,0,,

2597,Zander Homes,lock1000,Curator,Blunt-Force Trauma,225,0,0,1,0,0,0,Darcey Marriman,imtrustworthy

2604,Jeb Hutton,wondercaz,Quartermaster,Suffocation,92,0,16,110,0,0,0,,

2603,Tucker C. Lowe,apple107,Head of Personnel,Suffocation,91,0,0,123,0,0,0,Owen Briggs,riskybusiness

2588,Orion Smith,laketrash,Scientist,Severe Burns,0,0,40,0,0,0,0,,

2598,Eddie Paye,fallingembers,Virologist,Blunt-Force Trauma,180,0,8,43,2,0,0,,

2599,Jo-Jonium XXVII,thelaughingbomb,Medical Doctor,Blunt-Force Trauma,225,0,0,0,0,0,72,Darcey Marriman,imtrustworthy

2586,Tucker C. Lowe,apple107,Quartermaster,Blunt-Force Trauma,175,0,27,1,0,0,0,Service Android-783,instagram

2601,Jeb Hutton,wondercaz,Quartermaster,Blunt-Force Trauma,215,0,5,0,0,0,70,Owen Briggs,riskybusiness

2592,Basil,mistermecky,Clown,Severe Burns,76,0,144,12,8,0,0,Basil,mistermecky

2594,Peacekeeper Android-631,quakegamer632,Cyborg,Blunt-Force Trauma,200,0,0,0,0,0,0,Service Android-783,instagram

2602,Anahi Bennett,hazardousking,Chief Engineer,Blunt-Force Trauma,93,26,54,57,0,0,0,Owen Briggs,riskybusiness

2613,Akish-Shaleez,thelastroofkorean,Shaft Miner,Blunt-Force Trauma,115,0,61,53,0,0,0,Akish-Shaleez,thelastroofkorean

2605,Owen Briggs,riskybusiness,Chief Medical Officer,Blunt-Force Trauma,104,60,23,93,0,0,0,Anahi Bennett,hazardousking

2611,Roswell Digson,jeneralkenwobi,Roboticist,Blunt-Force Trauma,94,0,39,91,0,0,0,,

2618,Darcey Marriman,imtrustworthy,Captain,Severe Burns,5,0,208,3,2,0,0,,

2612,Andromeda FA,thetrueserpentoid,Shaft Miner,Suffocation,0,0,0,110,90,0,0,,

2620,Seth Picard,quakegamer632,Medical Doctor,Crippling Brain Damage,0,130,0,70,0,130,0,,

2622,Caleb Huey,nobodyspecialzz,"Assistant 
                Avatar Of The Wish",Blunt-Force Trauma,135,0,0,0,0,0,0,Caleb Huey,nobodyspecialzz

2623,Freya Milne,theafilo,Research Director,Blunt-Force Trauma,167,0,83,0,0,0,0,,

2616,Caleb Huey,nobodyspecialzz,Assistant,Blunt-Force Trauma,122,0,6,93,0,0,0,,

Birb Robins,gummigamer

2607,Birb Robins,gummigamer,Bartender,Blunt-Force Trauma,146,0,39,42,0,0,0,Birb Robins,gummigamer

2621,Bruce Chunder,theorphanesnatcher,Assistant,Blunt-Force Trauma,0,0,0,0,0,0,0,Bruce Chunder,theorphanesnatcher

2617,Seth Picard,quakegamer632,Medical Doctor,Suffocation,0,111,0,200,0,0,0,Ulric Webb,lubey117

2606,Enrique Waldron,gummigamer,Bartender,Blunt-Force Trauma,146,0,15,66,0,0,0,Enrique Waldron,gummigamer

2624,Owen Briggs,riskybusiness,Chief Medical Officer,Blunt-Force Trauma,200,0,0,0,0,0,0,,

2609,Jo-Jonium XXVII,thelaughingbomb,Medical Doctor,Suffocation,16,0,0,184,0,0,0,,


2610,Birb Robins,gummigamer,Bartender,Blunt-Force Trauma,129,0,42,51,0,0,0,Birb Robins,gummigamer

2619,Finn Sandys,imtrustworthy,Space Bartender,Blunt-Force Trauma,105,0,0,95,0,0,0,Finn Sandys,imtrustworthy

2614,Fermi Para Dox,fermijones,Captain,Blunt-Force Trauma,146,0,0,55,0,0,0,Roswell Digson,jeneralkenwobi

2637,Breanna Reighner,niggi,Quartermaster,Blunt-Force Trauma,180,0,0,23,0,0,0,Roswell Digson,jeneralkenwobi

2629,Sound Of Silence,gummigamer,Mime,Blunt-Force Trauma,229,0,0,11,0,0,0,,

0,0,Seth Picard,quakegamer632

2640,Sole Harvester,nobodyspecialzz,Chaplain,Blunt-Force Trauma,105,0,32,83,0,0,0,Owen Briggs,riskybusiness

2634,Steve Irwin,itsjusallah,Research Director,Blunt-Force Trauma,203,0,0,0,0,0,0,Michael Hard,coffeesolid

2631,Caleb Huey,nobodyspecialzz,"Chemist 
                Blood",Blunt-Force Trauma,136,0,0,67,0,0,0,Steve Irwin,itsjusallah

2642,Michael Hard,coffeesolid,Shaft Miner,Blunt-Force Trauma,199,0,0,0,0,27,0,Michael Hard,coffeesolid

2639,Swarly Stinson,headlessgorilla,Captain,Blunt-Force Trauma,143,0,44,23,0,0,0,Michael Hard,coffeesolid

2633,Owen Briggs,riskybusiness,"Medical Doctor 
                Blood",Suffocation,4,0,46,153,0,0,0,Sir Honk,macessenkrad23

2628,Haidee Cook,nobodyspecialzz,Ancient Crew,Severe Burns,7,0,200,0,0,0,0,,

2627,Ahmed Fatallah,ohagichan,Cook,Suffocation,16,0,0,187,0,0,0,,

2636,Matthew Wingley,birdty,Bartender,Suffocation,0,0,0,200,0,0,0,,

2643,Freya Milne,theafilo,Scientist,Blunt-Force Trauma,0,0,0,0,0,0,0,Freya Milne,theafilo

2632,Freya Milne,theafilo,Scientist,Suffocation,26,0,21,158,0,0,0,Caleb Huey,nobodyspecialzz

2630,Mark Thompson,coroime,Captain,Blunt-Force Trauma,185,0,0,16,0,0,0,Steve Irwin,itsjusallah

2625,Ulric Webb,lubey117,Medical Doctor,Suffocation,69,0,48,99,3,0,0,Seth Picard,quakegamer632

2638,Jelly,ohagichan,Shaft Miner,Suffocation,7,0,8,186,0,0,0,,

2644,McFuckos,0x001,Clown,Blunt-Force Trauma,240,0,0,0,0,0,0,Pablo Huey,jarrod13

2635,Seth Picard,quakegamer632,Medical Doctor,Blunt-Force Trauma,205,0,0,0,3,0,0,Michael Hard,coffeesolid

2641,Swarly Stinson,headlessgorilla,Captain,Blunt-Force Trauma,143,0,0,77,0,0,0,Michael Hard,coffeesolid

2664,Seth Picard,quakegamer632,Chemist,Poisoning,0,0,0,5,196,0,0,,

2657,Tucker C. Lowe,apple107,Station Engineer,Blunt-Force Trauma,211,0,22,1,0,0,0,Darcey Marriman,imtrustworthy

2663,Mark Thompson,coroime,Captain,Blunt-Force Trauma,195,0,0,39,0,0,0,,

2656,Antarctica Libraria,tapiocasquid,Station Engineer,Blunt-Force Trauma,90,0,46,80,0,0,0,Antarctica Libraria,tapiocasquid

2646,Roswell Digson,jeneralkenwobi,Roboticist,Blunt-Force Trauma,90,0,50,14,0,0,0,,

2650,Casey Edwards,mick1299,Head of Personnel,Severe Burns,0,0,214,0,0,0,0,,

2658,Anahi Bennett,hazardousking,Chief Engineer,Blunt-Force Trauma,231,0,0,1,0,0,0,Anahi Bennett,hazardousking

2655,Powergame,dawson1917,Mime,Blunt-Force Trauma,201,0,10,9,0,0,0,Darcey Marriman,imtrustworthy

2651,Titanium Humus,0x001,Free Golem,Blunt-Force Trauma,0,0,0,0,0,0,0,,

2661,Ahmed Fatallah,ohagichan,Cook,Blunt-Force Trauma,266,0,0,1,0,0,0,Darcey Marriman,imtrustworthy

2653,Zander Homes,lock1000,Shaft Miner,Severe Burns,30,0,201,0,0,0,0,,

2662,King Brown,instagram,Bartender,Blunt-Force Trauma,225,0,35,2,0,0,0,,

2654,Willis Geeves,mistermecky,Assistant,Blunt-Force Trauma,212,0,0,1,0,0,34,Darcey Marriman,imtrustworthy

2660,Orion Smith,laketrash,Quartermaster,Blunt-Force Trauma,142,0,12,55,0,0,0,Darcey Marriman,imtrustworthy

2645,Seth Picard,quakegamer632,Chemist,Blunt-Force Trauma,42,0,0,33,0,0,0,Seth Picard,quakegamer632

2647,Eddie Paye,fallingembers,Virologist,Blunt-Force Trauma,182,0,51,0,0,0,0,,

Sole Harvester,nobodyspecialzz

2652,Mace Senkrad,macessenkrad23,Head of Security,Severe Burns,45,0,185,3,0,0,0,Adamantine Levee,coroime

2683,Kelly Ironmonger,mcterra,Chemist,Blunt-Force Trauma,30,0,2,0,0,0,0,,

2679,Seth Picard,quakegamer632,Chemist,Suffocation,61,0,10,137,0,0,0,Seth Picard,quakegamer632

2665,Bruce Chunder,theorphanesnatcher,Janitor,Blunt-Force Trauma,246,0,0,4,0,0,0,Bruce Chunder,theorphanesnatcher

2668,Brody Cypret,corbinsky36,Medical Doctor,Blunt-Force Trauma,356,0,2,1,0,0,0,,

2682,Bruce Chunder,theorphanesnatcher,Chemist,Blunt-Force Trauma,128,0,45,51,0,0,0,,

2671,Marie Kondo,dqn,Scientist,Blunt-Force Trauma,230,0,0,22,0,0,0,,

2666,Phillip Jones,xisborn,Medical Doctor,Blunt-Force Trauma,259,0,1,0,0,0,0,Brody Cypret,corbinsky36

2674,Violence Supressor,cheapchrome,Security Officer,Blunt-Force Trauma,249,0,0,1,0,0,0,Ahmed Fatallah,ohagichan

2678,Ulric Webb,lubey117,Chemist,Suffocation,68,0,0,140,0,0,0,Seth Picard,quakegamer632

2670,Kyle Digson,tehflamintaco,Assistant,Blunt-Force Trauma,112,0,64,54,0,0,0,,

2673,Darcey Marriman,imtrustworthy,Head of Security,Blunt-Force Trauma,193,36,3,14,0,0,0,Seth Picard,quakegamer632

2669,Seth Picard,quakegamer632,Chemist,Poisoning,0,12,0,1,200,0,0,,

2677,Violence Supressor,cheapchrome,Unassigned,Blunt-Force Trauma,0,0,0,0,0,0,0,,

2667,Powergame,dawson1917,Mime,Blunt-Force Trauma,302,0,44,3,0,0,0,Powergame,dawson1917

2676,Jazlyn Shaw,mcterra,"Slaughter Demon 
                Slaughte",Blunt-Force Trauma,237,0,0,0,0,0,0,Violence Supressor,cheapchrome

2672,Bananium Golem (299),coroime,Servant Golem,Blunt-Force Trauma,356,0,0,0,9,22,0,,

2675,Eddie Paye,fallingembers,Virologist,Blunt-Force Trauma,222,0,17,0,0,0,0,,

